id,timestamp,cpu_usage
51601,2022-01-25 16:52:27,11.696734593741445
51602,2022-01-25 16:52:32,17.80318327041457
51603,2022-01-25 16:52:37,18.821646137885647
51604,2022-01-25 16:52:42,18.86327185025082
51605,2022-01-25 16:52:47,18.475318530557807
51606,2022-01-25 16:52:52,22.159335493987246
51607,2022-01-25 16:52:57,13.36301097823441
51608,2022-01-25 16:53:02,20.685485742971277
51609,2022-01-25 16:53:07,19.129618280304634
51610,2022-01-25 16:53:12,19.078634010300473
51611,2022-01-25 16:53:17,11.579085540947775
51612,2022-01-25 16:53:22,22.899851972319187
51613,2022-01-25 16:53:27,18.64773806351675
51614,2022-01-25 16:53:32,18.824551516097998
51615,2022-01-25 16:53:37,19.2640448190558
51616,2022-01-25 16:53:42,19.66176863512962
51617,2022-01-25 16:53:47,27.92832846732641
51618,2022-01-25 16:53:52,14.448460856030612
51619,2022-01-25 16:53:57,18.872763413956267
51620,2022-01-25 16:54:02,25.772268142987464
51621,2022-01-25 16:54:07,13.550318336288733
51622,2022-01-25 16:54:12,14.296646347195278
51623,2022-01-25 16:54:17,19.066210585927628
51624,2022-01-25 16:54:22,20.526985044410427
51625,2022-01-25 16:54:27,12.988560000961668
51626,2022-01-25 16:54:32,17.805439636481644
51627,2022-01-25 16:54:37,15.866224410635306
51628,2022-01-25 16:54:42,15.730991187959992
51629,2022-01-25 16:54:47,16.258384224619416
51630,2022-01-25 16:54:52,10.164023476027461
51631,2022-01-25 16:54:57,15.408693048379877
51632,2022-01-25 16:55:02,21.862277440050097
51633,2022-01-25 16:55:07,14.410962315276102
51634,2022-01-25 16:55:12,27.46921387794029
51635,2022-01-25 16:55:17,12.76641129070913
51636,2022-01-25 16:55:22,26.555446389517673
51637,2022-01-25 16:55:27,17.81639291459277
51638,2022-01-25 16:55:32,16.9413644536298
51639,2022-01-25 16:55:37,13.11274324953469
51640,2022-01-25 16:55:42,17.198570160461376
51641,2022-01-25 16:55:47,29.47573416438965
51642,2022-01-25 16:55:52,12.121747594975579
51643,2022-01-25 16:55:57,18.306169922231337
51644,2022-01-25 16:56:02,15.257005332757792
51645,2022-01-25 16:56:07,11.804248989075443
51646,2022-01-25 16:56:12,19.694749316822936
51647,2022-01-25 16:56:17,20.16742610861766
51648,2022-01-25 16:56:22,26.605522707612327
51649,2022-01-25 16:56:27,19.056087318951487
51650,2022-01-25 16:56:32,14.45480832813592
51651,2022-01-25 16:56:37,19.724162954826298
51652,2022-01-25 16:56:42,18.368963408664296
51653,2022-01-25 16:56:47,25.912420490183994
51654,2022-01-25 16:56:52,10.375556588411593
51655,2022-01-25 16:56:57,13.465687521031604
51656,2022-01-25 16:57:02,19.59946353744224
51657,2022-01-25 16:57:07,26.009635743581597
51658,2022-01-25 16:57:12,19.11348701208353
51659,2022-01-25 16:57:17,13.963904005937035
51660,2022-01-25 16:57:22,18.354299437346164
51661,2022-01-25 16:57:27,26.795607672410494
51662,2022-01-25 16:57:32,13.253238322657483
51663,2022-01-25 16:57:37,18.94585115852997
51664,2022-01-25 16:57:42,26.724329801851617
51665,2022-01-25 16:57:47,14.945645364117794
51666,2022-01-25 16:57:52,10.067913103918672
51667,2022-01-25 16:57:57,18.315840168405906
51668,2022-01-25 16:58:02,18.135958385227692
51669,2022-01-25 16:58:07,19.62260839595266
51670,2022-01-25 16:58:12,16.122982967663447
51671,2022-01-25 16:58:17,11.797976459791665
51672,2022-01-25 16:58:22,14.359889853023088
51673,2022-01-25 16:58:27,18.898575051701915
51674,2022-01-25 16:58:32,18.28753670128517
51675,2022-01-25 16:58:37,20.076751971837584
51676,2022-01-25 16:58:42,19.8696815670326
51677,2022-01-25 16:58:47,23.573379658079894
51678,2022-01-25 16:58:52,18.82079797273396
51679,2022-01-25 16:58:57,19.24737758260403
51680,2022-01-25 16:59:02,13.455304562601954
51681,2022-01-25 16:59:07,14.253839630477046
51682,2022-01-25 16:59:12,18.119158234177487
51683,2022-01-25 16:59:17,19.927056396423186
51684,2022-01-25 16:59:22,20.836527904334027
51685,2022-01-25 16:59:27,20.189980914641197
51686,2022-01-25 16:59:32,18.374987784491836
51687,2022-01-25 16:59:37,24.2887243485754
51688,2022-01-25 16:59:42,19.44992277831418
51689,2022-01-25 16:59:47,21.599998334145948
51690,2022-01-25 16:59:52,23.009141632157547
51691,2022-01-25 16:59:57,22.04346161867757
51692,2022-01-25 17:00:02,18.477723447661223
51693,2022-01-25 17:00:07,18.548926917232745
51694,2022-01-25 17:00:12,26.526599430027876
51695,2022-01-25 17:00:17,11.671612428767357
51696,2022-01-25 17:00:22,21.52267646729133
51697,2022-01-25 17:00:27,17.493591563289453
51698,2022-01-25 17:00:32,20.294177382513723
51699,2022-01-25 17:00:37,27.258041972383012
51700,2022-01-25 17:00:42,16.636011095636846
51701,2022-01-25 17:00:47,21.1692394216097
51702,2022-01-25 17:00:52,15.11406734330544
51703,2022-01-25 17:00:57,26.46621281228564
51704,2022-01-25 17:01:02,11.24472244622063
51705,2022-01-25 17:01:07,18.01050571529426
51706,2022-01-25 17:01:12,18.73895902993075
51707,2022-01-25 17:01:17,20.35214061940768
51708,2022-01-25 17:01:22,23.497906084615597
51709,2022-01-25 17:01:27,25.760657489623586
51710,2022-01-25 17:01:32,14.853869404669757
51711,2022-01-25 17:01:37,16.841595559681195
51712,2022-01-25 17:01:42,16.797802558321774
51713,2022-01-25 17:01:47,15.841517161446848
51714,2022-01-25 17:01:52,19.831692658607025
51715,2022-01-25 17:01:57,26.326421547170277
51716,2022-01-25 17:02:02,12.439669020484896
51717,2022-01-25 17:02:07,26.356633727438307
51718,2022-01-25 17:02:12,18.95025716867433
51719,2022-01-25 17:02:17,12.19906877391336
51720,2022-01-25 17:02:22,22.38029500141527
51721,2022-01-25 17:02:27,17.09192932302615
51722,2022-01-25 17:02:32,22.409704458116277
51723,2022-01-25 17:02:37,25.79099209379427
51724,2022-01-25 17:02:42,12.421451475807658
51725,2022-01-25 17:02:47,19.580596849148503
51726,2022-01-25 17:02:52,22.57359770043286
51727,2022-01-25 17:02:57,19.244866083030775
51728,2022-01-25 17:03:02,18.952175782815992
51729,2022-01-25 17:03:07,18.874786686683127
51730,2022-01-25 17:03:12,18.606329925219324
51731,2022-01-25 17:03:17,18.42741940502523
51732,2022-01-25 17:03:22,17.927695388895614
51733,2022-01-25 17:03:27,18.893627453832515
51734,2022-01-25 17:03:32,13.745140093456559
51735,2022-01-25 17:03:37,20.14183349437082
51736,2022-01-25 17:03:42,19.34509819582316
51737,2022-01-25 17:03:47,21.72377638020592
51738,2022-01-25 17:03:52,14.146627242979688
51739,2022-01-25 17:03:57,12.551096016211986
51740,2022-01-25 17:04:02,16.167342584995495
51741,2022-01-25 17:04:07,12.151882468628244
51742,2022-01-25 17:04:12,27.010040682861387
51743,2022-01-25 17:04:17,19.36659036175704
51744,2022-01-25 17:04:22,19.258531730551677
51745,2022-01-25 17:04:27,12.935693323355736
51746,2022-01-25 17:04:32,12.327144399647766
51747,2022-01-25 17:04:37,27.593394384947757
51748,2022-01-25 17:04:42,14.030013941097481
51749,2022-01-25 17:04:47,19.520336148554687
51750,2022-01-25 17:04:52,25.436894690846337
