timestam,cpu_usage,id
2022-01-25 16:52:27,44.3933647743846,1
2022-01-25 16:52:32,41.906606690383796,2
2022-01-25 16:52:37,41.906606690383796,3
2022-01-25 16:52:42,41.906606690383796,4
2022-01-25 16:52:47,41.906606690383796,5
2022-01-25 16:52:52,44.3933647743846,6
2022-01-25 16:52:57,44.3933647743846,7
2022-01-25 16:53:02,44.3933647743846,8
2022-01-25 16:53:07,41.906606690383796,9
2022-01-25 16:53:12,41.906606690383796,10
2022-01-25 16:53:17,44.3933647743846,11
2022-01-25 16:53:22,44.3933647743846,12
2022-01-25 16:53:27,41.906606690383796,13
2022-01-25 16:53:32,44.3933647743846,14
2022-01-25 16:53:37,44.3933647743846,15
2022-01-25 16:53:42,41.906606690383796,16
2022-01-25 16:53:47,44.698036065624315,17
2022-01-25 16:53:52,44.3933647743846,18
2022-01-25 16:53:57,41.906606690383796,19
2022-01-25 16:54:02,44.698036065624315,20
2022-01-25 16:54:07,41.906606690383796,21
2022-01-25 16:54:12,44.3933647743846,22
2022-01-25 16:54:17,41.906606690383796,23
2022-01-25 16:54:22,44.3933647743846,24
2022-01-25 16:54:27,44.3933647743846,25
2022-01-25 16:54:32,41.906606690383796,26
2022-01-25 16:54:37,44.3933647743846,27
2022-01-25 16:54:42,41.906606690383796,28
2022-01-25 16:54:47,41.906606690383796,29
2022-01-25 16:54:52,44.3933647743846,30
2022-01-25 16:54:57,44.3933647743846,31
2022-01-25 16:55:02,44.3933647743846,32
2022-01-25 16:55:07,44.3933647743846,33
2022-01-25 16:55:12,44.698036065624315,34
2022-01-25 16:55:17,44.3933647743846,35
2022-01-25 16:55:22,44.698036065624315,36
2022-01-25 16:55:27,41.906606690383796,37
2022-01-25 16:55:32,41.906606690383796,38
2022-01-25 16:55:37,44.3933647743846,39
2022-01-25 16:55:42,44.3933647743846,40
2022-01-25 16:55:47,44.698036065624315,41
2022-01-25 16:55:52,44.3933647743846,42
2022-01-25 16:55:57,41.906606690383796,43
2022-01-25 16:56:02,44.3933647743846,44
2022-01-25 16:56:07,44.3933647743846,45
2022-01-25 16:56:12,44.3933647743846,46
2022-01-25 16:56:17,41.906606690383796,47
2022-01-25 16:56:22,44.698036065624315,48
2022-01-25 16:56:27,41.906606690383796,49
2022-01-25 16:56:32,44.3933647743846,50
2022-01-25 16:56:37,41.906606690383796,51
2022-01-25 16:56:42,41.906606690383796,52
2022-01-25 16:56:47,44.698036065624315,53
2022-01-25 16:56:52,41.906606690383796,54
2022-01-25 16:56:57,44.3933647743846,55
2022-01-25 16:57:02,44.3933647743846,56
2022-01-25 16:57:07,44.698036065624315,57
2022-01-25 16:57:12,41.906606690383796,58
2022-01-25 16:57:17,44.3933647743846,59
2022-01-25 16:57:22,44.3933647743846,60
2022-01-25 16:57:27,44.698036065624315,61
2022-01-25 16:57:32,44.3933647743846,62
2022-01-25 16:57:37,41.906606690383796,63
2022-01-25 16:57:42,44.698036065624315,64
2022-01-25 16:57:47,41.906606690383796,65
2022-01-25 16:57:52,44.3933647743846,66
2022-01-25 16:57:57,41.906606690383796,67
2022-01-25 16:58:02,41.906606690383796,68
2022-01-25 16:58:07,41.906606690383796,69
2022-01-25 16:58:12,44.3933647743846,70
2022-01-25 16:58:17,41.906606690383796,71
2022-01-25 16:58:22,44.3933647743846,72
2022-01-25 16:58:27,41.906606690383796,73
2022-01-25 16:58:32,44.3933647743846,74
2022-01-25 16:58:37,41.906606690383796,75
2022-01-25 16:58:42,41.906606690383796,76
2022-01-25 16:58:47,44.3933647743846,77
2022-01-25 16:58:52,44.3933647743846,78
2022-01-25 16:58:57,41.906606690383796,79
2022-01-25 16:59:02,41.906606690383796,80
2022-01-25 16:59:07,44.3933647743846,81
2022-01-25 16:59:12,41.906606690383796,82
2022-01-25 16:59:17,44.3933647743846,83
2022-01-25 16:59:22,41.906606690383796,84
2022-01-25 16:59:27,41.906606690383796,85
2022-01-25 16:59:32,41.906606690383796,86
2022-01-25 16:59:37,44.3933647743846,87
2022-01-25 16:59:42,41.906606690383796,88
2022-01-25 16:59:47,44.3933647743846,89
2022-01-25 16:59:52,44.3933647743846,90
2022-01-25 16:59:57,44.3933647743846,91
2022-01-25 17:00:02,41.906606690383796,92
2022-01-25 17:00:07,41.906606690383796,93
2022-01-25 17:00:12,44.698036065624315,94
2022-01-25 17:00:17,44.3933647743846,95
2022-01-25 17:00:22,44.3933647743846,96
2022-01-25 17:00:27,44.3933647743846,97
2022-01-25 17:00:32,41.906606690383796,98
2022-01-25 17:00:37,44.698036065624315,99
